1.00000e+01 	 4.05369e-08
1.10609e+01 	 5.82260e-08
1.22241e+01 	 8.33759e-08
1.34994e+01 	 1.19055e-07
1.48978e+01 	 1.69574e-07
1.64310e+01 	 2.40974e-07
1.81121e+01 	 3.41722e-07
1.99553e+01 	 4.83666e-07
2.19763e+01 	 6.83371e-07
2.41922e+01 	 9.63977e-07
2.66218e+01 	 1.35778e-06
2.92858e+01 	 1.90982e-06
3.22066e+01 	 2.68284e-06
3.54091e+01 	 3.76418e-06
3.89205e+01 	 5.27535e-06
4.27706e+01 	 7.38518e-06
4.69919e+01 	 1.03281e-05
5.16204e+01 	 1.44292e-05
5.66953e+01 	 2.01392e-05
6.22596e+01 	 2.80819e-05
6.83605e+01 	 3.91200e-05
7.50498e+01 	 5.44452e-05
8.23843e+01 	 7.57017e-05
9.04261e+01 	 1.05155e-04
9.92435e+01 	 1.45920e-04
1.08911e+02 	 2.02280e-04
1.19511e+02 	 2.80105e-04
1.31134e+02 	 3.87430e-04
1.43877e+02 	 5.35231e-04
1.57850e+02 	 7.38467e-04
1.73169e+02 	 1.01747e-03
1.89967e+02 	 1.39980e-03
2.08384e+02 	 1.92270e-03
2.28578e+02 	 2.63631e-03
2.50719e+02 	 3.60791e-03
2.74995e+02 	 4.92729e-03
3.01613e+02 	 6.71377e-03
3.30798e+02 	 9.12496e-03
3.62798e+02 	 1.23677e-02
3.97883e+02 	 1.67114e-02
4.36353e+02 	 2.25041e-02
4.78532e+02 	 3.01905e-02
5.24780e+02 	 4.03325e-02
5.75487e+02 	 5.36304e-02
6.31085e+02 	 7.09417e-02
6.92045e+02 	 9.32958e-02
7.58885e+02 	 1.21896e-01
8.32170e+02 	 1.58105e-01
9.12523e+02 	 2.03397e-01
1.00063e+03 	 2.59265e-01
1.09723e+03 	 3.27079e-01
1.20314e+03 	 4.07859e-01
1.31927e+03 	 5.01977e-01
1.44660e+03 	 6.08784e-01
1.58621e+03 	 7.26189e-01
1.73929e+03 	 8.50256e-01
1.90713e+03 	 9.74918e-01
2.09115e+03 	 1.09195e+00
2.29293e+03 	 1.19133e+00
2.51416e+03 	 1.26217e+00
2.75673e+03 	 1.29421e+00
3.02269e+03 	 1.27966e+00
3.31430e+03 	 1.21525e+00
3.63404e+03 	 1.10370e+00
3.98461e+03 	 9.56261e-01
4.36900e+03 	 8.17681e-01
4.79045e+03 	 6.99187e-01
5.25255e+03 	 5.97865e-01
5.75922e+03 	 5.11228e-01
6.31475e+03 	 4.37147e-01
6.92386e+03 	 3.73801e-01
7.59171e+03 	 3.19636e-01
8.32398e+03 	 2.73320e-01
9.12686e+03 	 2.33715e-01
1.00072e+04 	 1.99850e-01
1.09724e+04 	 1.70892e-01
1.20307e+04 	 1.46130e-01
1.31911e+04 	 1.24956e-01
1.44633e+04 	 1.06850e-01
1.58583e+04 	 9.13683e-02
1.73878e+04 	 7.81295e-02
1.90649e+04 	 6.68090e-02
2.09036e+04 	 5.71289e-02
2.29197e+04 	 4.88513e-02
2.51303e+04 	 4.17732e-02
2.75540e+04 	 3.57206e-02
3.02115e+04 	 3.05450e-02
3.31253e+04 	 2.61193e-02
3.63201e+04 	 2.23349e-02
3.98230e+04 	 1.90988e-02
4.36637e+04 	 1.63316e-02
4.78749e+04 	 1.39653e-02
5.24921e+04 	 1.19419e-02
5.75547e+04 	 1.02116e-02
6.31056e+04 	 8.73209e-03
6.91917e+04 	 7.46691e-03
7.58649e+04 	 6.38504e-03
8.31816e+04 	 5.45993e-03
9.12039e+04 	 4.66885e-03
1.00000e+05 	 3.99239e-03
