# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05367e-05 to 105.476 h/Mpc,
# number of wavenumbers equal to 132
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_m                    6:d_ur                   7:d_ncdm[0]              8:d_tot                  9:phi                   10:psi                
       9.240060193123e-01       1.130946098653e-03      -4.152173576448e+04      -4.173034309420e+04      -4.151108487728e+04       1.153893631895e-03      -5.074549201176e+00      -4.150392883847e+04       2.587980496071e-03       2.587980496063e-03 
       1.080694196785e+00       8.759905470696e-04      -4.399344271635e+04      -4.421447673122e+04      -4.398215860521e+04       8.937648276079e-04      -3.924967276324e+00      -4.397457659254e+04       2.004552419959e-03       2.004552419954e-03 
       1.330092819727e+00       6.218791469816e-04      -4.731000214303e+04      -4.754775954925e+04      -4.729791159299e+04       6.344973689607e-04      -2.793904428226e+00      -4.728975799412e+04       1.423064495022e-03       1.423064495020e-03 
       1.671716227213e+00       4.244557563621e-04      -5.100781825882e+04      -5.126431955652e+04      -5.099491280375e+04       4.330680817903e-04      -1.908487841953e+00      -5.098612189423e+04       9.712885147569e-04       9.712885147559e-04 
       2.104513513578e+00       2.876019178700e-04      -5.477361566068e+04      -5.504937535885e+04      -5.476002465773e+04       2.934373940705e-04      -1.293430105288e+00      -5.475058469403e+04       6.581224617174e-04       6.581224617170e-04 
       2.649425346685e+00       1.940633201375e-04      -5.857551133817e+04      -5.887099671917e+04      -5.856146707505e+04       1.980008218203e-04      -8.686532889226e-01      -5.855137179273e+04       4.440737382578e-04       4.440737382576e-04 
       3.335428895492e+00       1.304580754871e-04      -6.240676449014e+04      -6.272260037135e+04      -6.239266190056e+04       1.331049671050e-04      -5.845238465107e-01      -6.238190616965e+04       2.985222161789e-04       2.985222161788e-04 
       4.199056195767e+00       8.740263459274e-05      -6.626243227282e+04      -6.659953593302e+04      -6.624893446688e+04       8.917589145677e-05      -3.926520023625e-01      -6.623751396356e+04       1.999963363296e-04       1.999963363296e-04 
       5.286298550403e+00       5.837645203070e-05      -7.013786688969e+04      -7.049765892147e+04      -7.012608142292e+04       5.956073803364e-05      -2.626657230724e-01      -7.011399254823e+04       1.335742406886e-04       1.335742406885e-04 
       6.655055579433e+00       3.888025668738e-05      -7.402859295579e+04      -7.441334276223e+04      -7.402036196490e+04       3.966894117384e-05      -1.738357162765e-01      -7.400760176488e+04       8.895991247682e-05       8.895991247681e-05 
       8.378218585851e+00       2.582890906632e-05      -7.793020600691e+04      -7.834359964201e+04      -7.792858399487e+04       2.635276197859e-05      -1.168068678148e-01      -7.791515006596e+04       5.909352914491e-05       5.909352914491e-05 
       1.054755228329e+01       1.711830860175e-05      -8.183679526091e+04      -8.228486026325e+04      -8.184683443048e+04       1.746540638164e-05      -7.737575250748e-02      -8.183272504376e+04       3.916021156506e-05       3.916021156506e-05 
       1.327858160167e+01       1.132099735580e-05      -8.574225169691e+04      -8.623488665021e+04      -8.577229058503e+04       1.155045244952e-05      -5.070164640942e-02      -8.575750449822e+04       2.589346381736e-05       2.589346381736e-05 
       1.671674381092e+01       7.472339134032e-06      -8.963659175505e+04      -9.019005169670e+04      -8.970036503435e+04       7.623690943894e-06      -3.362958792665e-02      -8.968490179603e+04       1.708588004037e-05       1.708588004037e-05 
       2.104513358602e+01       4.923316886952e-06      -9.350624411098e+04      -9.414721641407e+04      -9.362633007907e+04       5.022935887824e-06      -2.251007003480e-02      -9.361019005281e+04       1.125229586597e-05       1.125229586597e-05 
       2.649425346604e+01       3.238654381597e-06      -9.732872870787e+04      -9.810095289724e+04      -9.754216233646e+04       3.304079076436e-06      -1.431842062495e-02      -9.752534726901e+04       7.396657705552e-06       7.396657705552e-06 
       3.335428895492e+01       2.127462438063e-06      -1.010694490436e+05      -1.020444690337e+05      -1.014368284259e+05       2.170329088699e-06      -9.389678047261e-03      -1.014193419660e+05       4.853318627756e-06       4.853318627756e-06 
       4.199056195767e+01       1.395874572127e-06      -1.046729776732e+05      -1.059674729778e+05      -1.052931482371e+05       1.423885898456e-06      -6.285900137651e-03      -1.052749969952e+05       3.178653974958e-06       3.178653974958e-06 
       5.286298550403e+01       9.150186529087e-07      -1.080488814875e+05      -1.098523422642e+05      -1.090823920609e+05       9.332626916767e-07      -4.018898094675e-03      -1.090635876001e+05       2.077771550378e-06       2.077771550378e-06 
       6.655055579433e+01       5.994748533187e-07      -1.110567099225e+05      -1.136751339110e+05      -1.127628246294e+05       6.113067483948e-07      -2.671685390976e-03      -1.127433857073e+05       1.355217772971e-06       1.355217772971e-06 
       8.378218585851e+01       3.927014875574e-07      -1.134699717851e+05      -1.173930889281e+05      -1.162636509916e+05       4.003296525617e-07      -1.768256367859e-03      -1.162436085702e+05       8.816315010697e-07       8.816315010697e-07 
       1.054755228329e+02       2.573768024757e-07      -1.149405303696e+05      -1.209417379413e+05      -1.194771096289e+05       2.622531990525e-07      -1.091106509905e-03      -1.194565132469e+05       5.716468966461e-07       5.716468966461e-07 
