# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.06666e-05 to 106.777 h/Mpc,
# number of wavenumbers equal to 132
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_m                    6:d_ur                   7:d_ncdm[0]              8:d_tot                  9:phi                   10:psi                
       5.351509172783e+00       5.042813604255e-05      -6.987971614181e+04      -7.022968069637e+04      -6.986505877541e+04       5.173008145273e-05      -2.626398261923e-01      -6.985334161599e+04       1.339136641635e-04       1.339136641635e-04 
       6.737150889066e+00       3.358745204445e-05      -7.375946680741e+04      -7.413257798681e+04      -7.374707873275e+04       3.445452740070e-05      -1.749655610156e-01      -7.373471051549e+04       8.918866973804e-05       8.918866973803e-05 
       8.481570457336e+00       2.231338036468e-05      -7.765090505395e+04      -7.804992681619e+04      -7.764302862225e+04       2.288932619546e-05      -1.153330206685e-01      -7.763000701073e+04       5.924713201791e-05       5.924713201791e-05 
       1.067766458066e+01       1.478882434274e-05      -8.154931647669e+04      -8.197875715892e+04      -8.154966189341e+04       1.517046028520e-05      -7.731042590960e-02      -8.153598509576e+04       3.926332089338e-05       3.926332089338e-05 
       1.344238327921e+01       9.780749610425e-06      -8.544939847302e+04      -8.591664926410e+04      -8.546409093641e+04       1.003305600836e-05      -5.105419655831e-02      -8.544975764511e+04       2.596262151225e-05       2.596262151225e-05 
       1.692295790528e+01       6.455953467041e-06      -8.934285130141e+04      -8.986004051144e+04      -8.938198259239e+04       6.622395798805e-06      -3.305893740353e-02      -8.936699222664e+04       1.713226755824e-05       1.713226755824e-05 
       2.130474174968e+01       4.253826695080e-06      -9.321867839571e+04      -9.380571449048e+04      -9.329884345346e+04       4.363394463806e-06      -2.233304431820e-02      -9.328319618611e+04       1.128342963368e-05       1.128342963368e-05 
       2.682108078038e+01       2.798406434289e-06      -9.705946283542e+04      -9.774898522585e+04      -9.720789541659e+04       2.870381103866e-06      -1.445836567432e-02      -9.719159255723e+04       7.417651159575e-06       7.417651159575e-06 
       3.376574016620e+01       1.838388777621e-06      -1.008371587193e+05      -1.016825790196e+05      -1.010984496117e+05       1.885562729504e-06      -9.578875740728e-03      -1.010814942626e+05       4.867538107165e-06       4.867538107165e-06 
       4.250854834327e+01       1.206333350455e-06      -1.045097608153e+05      -1.055982924189e+05      -1.049567293483e+05       1.237175429944e-06      -6.306656038119e-03      -1.049391269223e+05       3.188417274878e-06       3.188417274878e-06 
       5.351509172783e+01       7.909008042027e-07      -1.080064524763e+05      -1.094799806114e+05      -1.087575880842e+05       8.110050229054e-07      -4.021006849093e-03      -1.087393482113e+05       2.084608154805e-06       2.084608154805e-06 
       6.737150889066e+01       5.182807530303e-07      -1.112150157812e+05      -1.133032684441e+05      -1.124621805066e+05       5.313354519584e-07      -2.720028724644e-03      -1.124433193318e+05       1.360101640305e-06       1.360101640305e-06 
       8.481570457336e+01       3.396432708305e-07      -1.139581368999e+05      -1.170304643598e+05      -1.160098107737e+05       3.480763117625e-07      -1.781055204549e-03      -1.159903546214e+05       8.852370517021e-07       8.852370517021e-07 
       1.067766458066e+02       2.227466452966e-07      -1.159593550197e+05      -1.206033496324e+05      -1.193062993709e+05       2.281539778938e-07      -1.157364239924e-03      -1.192862903603e+05       5.744182634287e-07       5.744182634287e-07 
