1.00000e+01 	 3.18317e-09
1.10609e+01 	 4.64335e-09
1.22241e+01 	 6.75177e-09
1.34994e+01 	 9.78939e-09
1.48978e+01 	 1.41568e-08
1.64310e+01 	 2.04247e-08
1.81121e+01 	 2.94050e-08
1.99553e+01 	 4.22517e-08
2.19763e+01 	 6.06038e-08
2.41922e+01 	 8.67870e-08
2.66218e+01 	 1.24098e-07
2.92858e+01 	 1.77209e-07
3.22066e+01 	 2.52731e-07
3.54091e+01 	 3.60020e-07
3.89205e+01 	 5.12298e-07
4.27706e+01 	 7.28245e-07
4.69919e+01 	 1.03423e-06
5.16204e+01 	 1.46746e-06
5.66953e+01 	 2.08035e-06
6.22596e+01 	 2.94679e-06
6.83605e+01 	 4.17075e-06
7.50498e+01 	 5.89845e-06
8.23843e+01 	 8.33542e-06
9.04261e+01 	 1.17702e-05
9.92435e+01 	 1.66076e-05
1.08911e+02 	 2.34149e-05
1.19511e+02 	 3.29862e-05
1.31134e+02 	 4.64320e-05
1.43877e+02 	 6.53031e-05
1.57850e+02 	 9.17623e-05
1.73169e+02 	 1.28822e-04
1.89967e+02 	 1.80668e-04
2.08384e+02 	 2.53113e-04
2.28578e+02 	 3.54205e-04
2.50719e+02 	 4.95066e-04
2.74995e+02 	 6.91028e-04
3.01613e+02 	 9.63173e-04
3.30798e+02 	 1.34039e-03
3.62798e+02 	 1.86215e-03
3.97883e+02 	 2.58215e-03
4.36353e+02 	 3.57316e-03
4.78532e+02 	 4.93329e-03
5.24780e+02 	 6.79406e-03
5.75487e+02 	 9.33078e-03
6.31085e+02 	 1.27753e-02
6.92045e+02 	 1.74319e-02
7.58885e+02 	 2.36957e-02
8.32170e+02 	 3.20746e-02
9.12523e+02 	 4.32126e-02
1.00063e+03 	 5.79130e-02
1.09723e+03 	 7.71597e-02
1.20314e+03 	 1.02128e-01
1.31927e+03 	 1.34184e-01
1.44660e+03 	 1.74846e-01
1.58621e+03 	 2.25723e-01
1.73929e+03 	 2.88372e-01
1.90713e+03 	 3.64103e-01
2.09115e+03 	 4.53678e-01
2.29293e+03 	 5.56933e-01
2.51416e+03 	 6.72332e-01
2.75673e+03 	 7.96499e-01
3.02269e+03 	 9.23852e-01
3.31430e+03 	 1.04645e+00
3.63404e+03 	 1.15427e+00
3.98461e+03 	 1.23599e+00
4.36900e+03 	 1.28046e+00
4.79045e+03 	 1.27867e+00
5.25255e+03 	 1.22590e+00
5.75922e+03 	 1.12349e+00
6.31475e+03 	 9.80084e-01
6.92386e+03 	 8.38063e-01
7.59171e+03 	 7.16624e-01
8.32398e+03 	 6.12783e-01
9.12686e+03 	 5.23990e-01
1.00072e+04 	 4.48063e-01
1.09724e+04 	 3.83139e-01
1.20307e+04 	 3.27623e-01
1.31911e+04 	 2.80152e-01
1.44633e+04 	 2.39559e-01
1.58583e+04 	 2.04848e-01
1.73878e+04 	 1.75167e-01
1.90649e+04 	 1.49786e-01
2.09036e+04 	 1.28083e-01
2.29197e+04 	 1.09525e-01
2.51303e+04 	 9.36555e-02
2.75540e+04 	 8.00856e-02
3.02115e+04 	 6.84819e-02
3.31253e+04 	 5.85596e-02
3.63201e+04 	 5.00748e-02
3.98230e+04 	 4.28195e-02
4.36637e+04 	 3.66154e-02
4.78749e+04 	 3.13102e-02
5.24921e+04 	 2.67737e-02
5.75547e+04 	 2.28945e-02
6.31056e+04 	 1.95774e-02
6.91917e+04 	 1.67408e-02
7.58649e+04 	 1.43153e-02
8.31816e+04 	 1.22412e-02
9.12039e+04 	 1.04676e-02
1.00000e+05 	 8.95095e-03
