# Column 1: redshift
# Column 2: scale factor
# Column 3: Hubble parameter [km/s/Mpc]
# Column 4: Hubble parameter [Mpc^-1]
# Column 5: sigma8
# Column 6: velocity growth rate f = dlnD/dlna
# Column 7: vrms2 [km/s]
# Column 8: Delta Chi sigma2_hsv [Mpc/h,see Eq. 33 of Takada and Spergel 2013]
# Column 9: mvir  [Msun/h] (typical <M>)
# Column 10: mean galaxy number density ng_bar
# Column 11: mdel
# Column 12: mdel_prime
# Column 13: delta_prime
# Column 14: delta_prime
7.00000e-02 	 9.34579e-01 	 6.94772e+01 	 2.31751e-04 	 8.10504e-01 	 5.70641e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12678e+14	 5.74065e+13	 2.50000e+00	 2.50000e+00
7.20136e-02 	 9.32824e-01 	 6.95488e+01 	 2.31990e-04 	 8.09626e-01 	 5.71788e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12623e+14	 5.74222e+13	 2.50000e+00	 2.50000e+00
7.40311e-02 	 9.31072e-01 	 6.96207e+01 	 2.32230e-04 	 8.08749e-01 	 5.72936e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12569e+14	 5.74379e+13	 2.50000e+00	 2.50000e+00
7.60523e-02 	 9.29323e-01 	 6.96930e+01 	 2.32471e-04 	 8.07873e-01 	 5.74083e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12515e+14	 5.74537e+13	 2.50000e+00	 2.50000e+00
7.80773e-02 	 9.27577e-01 	 6.97656e+01 	 2.32713e-04 	 8.06998e-01 	 5.75230e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12461e+14	 5.74694e+13	 2.50000e+00	 1.00000e+00
8.01061e-02 	 9.25835e-01 	 6.98385e+01 	 2.32956e-04 	 8.06123e-01 	 5.76377e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12407e+14	 5.74851e+13	 2.50000e+00	 2.50000e+00
8.21388e-02 	 9.24096e-01 	 6.99118e+01 	 2.33201e-04 	 8.05250e-01 	 5.77523e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12353e+14	 5.75008e+13	 2.50000e+00	 2.50000e+00
8.41753e-02 	 9.22360e-01 	 6.99854e+01 	 2.33446e-04 	 8.04378e-01 	 5.78670e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12299e+14	 5.75165e+13	 2.50000e+00	 2.50000e+00
8.62156e-02 	 9.20628e-01 	 7.00594e+01 	 2.33693e-04 	 8.03507e-01 	 5.79816e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12246e+14	 5.75322e+13	 2.50000e+00	 2.50000e+00
8.82597e-02 	 9.18898e-01 	 7.01337e+01 	 2.33941e-04 	 8.02636e-01 	 5.80962e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12192e+14	 5.75479e+13	 2.50000e+00	 1.00000e+00
9.03077e-02 	 9.17172e-01 	 7.02083e+01 	 2.34190e-04 	 8.01767e-01 	 5.82107e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12139e+14	 5.75636e+13	 2.50000e+00	 1.00000e+00
9.23596e-02 	 9.15449e-01 	 7.02833e+01 	 2.34440e-04 	 8.00883e-01 	 5.83252e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12086e+14	 5.75793e+13	 2.50000e+00	 2.50000e+00
9.44153e-02 	 9.13730e-01 	 7.03586e+01 	 2.34691e-04 	 7.99998e-01 	 5.84397e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.12027e+14	 5.75921e+13	 2.50000e+00	 1.00000e+00
9.64749e-02 	 9.12014e-01 	 7.04343e+01 	 2.34943e-04 	 7.99114e-01 	 5.85542e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11974e+14	 5.76077e+13	 2.50000e+00	 2.50000e+00
9.85383e-02 	 9.10301e-01 	 7.05103e+01 	 2.35197e-04 	 7.98231e-01 	 5.86686e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11921e+14	 5.76234e+13	 2.50000e+00	 2.50000e+00
1.00606e-01 	 9.08591e-01 	 7.05866e+01 	 2.35452e-04 	 7.97349e-01 	 5.87830e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11868e+14	 5.76390e+13	 2.50000e+00	 2.50000e+00
1.02677e-01 	 9.06884e-01 	 7.06633e+01 	 2.35708e-04 	 7.96468e-01 	 5.88973e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11815e+14	 5.76546e+13	 2.50000e+00	 2.50000e+00
1.04752e-01 	 9.05181e-01 	 7.07404e+01 	 2.35965e-04 	 7.95588e-01 	 5.90117e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11763e+14	 5.76702e+13	 2.50000e+00	 2.50000e+00
1.06831e-01 	 9.03480e-01 	 7.08178e+01 	 2.36223e-04 	 7.94709e-01 	 5.91259e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11710e+14	 5.76858e+13	 2.50000e+00	 2.50000e+00
1.08914e-01 	 9.01783e-01 	 7.08956e+01 	 2.36482e-04 	 7.93831e-01 	 5.92401e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11658e+14	 5.77014e+13	 2.50000e+00	 2.50000e+00
1.11001e-01 	 9.00089e-01 	 7.09737e+01 	 2.36743e-04 	 7.92954e-01 	 5.93543e-01 	 0.00000e+00 	 0.00000e+00 	 1.00000e+14	 0.00000e+00	 1.11606e+14	 5.77170e+13	 2.50000e+00	 2.50000e+00
